,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Urubicha,BO,-15.3833,-62.95,70.83,99,100,2.86,moderate rain
347,Luanda,AO,-8.8368,13.2343,86.0,62,20,13.8,few clouds
348,Bambanglipuro,ID,-7.95,110.2833,65.61,84,100,2.59,moderate rain
349,Sao Joao Da Barra,BR,-21.6403,-41.0511,84.29,85,100,6.73,overcast clouds
350,Yumen,CN,40.2833,97.2,21.52,25,63,2.21,broken clouds
351,Knysna,ZA,-34.0363,23.0471,86.38,55,44,7.23,light rain
352,Meulaboh,ID,4.1363,96.1285,79.86,76,78,2.86,broken clouds
353,Lerwick,GB,60.1545,-1.1494,44.6,77,11,39.3,few clouds
354,Vila Velha,BR,-20.3297,-40.2925,83.95,77,0,4.0,clear sky
355,Idlib,SY,35.9306,36.6339,50.54,70,100,0.67,overcast clouds
356,Hollister,US,36.8525,-121.4016,50.14,64,3,2.06,clear sky
357,Adre,TD,13.4667,22.2,81.45,12,1,4.16,clear sky
358,Kudahuvadhoo,MV,2.6708,72.8944,83.5,75,39,13.04,scattered clouds
359,Broken Hill,AU,-31.95,141.4333,73.11,53,40,14.97,scattered clouds
360,Veraval,IN,20.9,70.3667,73.96,74,0,10.0,clear sky
361,Fortuna,US,40.5982,-124.1573,38.98,81,0,3.0,clear sky
362,Klaksvik,FO,62.2266,-6.589,34.72,91,99,45.1,light snow
363,Pushkino,RU,56.0172,37.8667,31.41,90,99,8.48,overcast clouds
364,Nokaneng,BW,-19.6667,22.2667,81.59,53,88,14.79,overcast clouds
365,Tabou,CI,4.423,-7.3528,86.16,58,73,8.12,broken clouds
366,Dinhata,IN,26.1333,89.4667,61.56,70,88,10.49,overcast clouds
367,Umea,SE,63.8284,20.2597,15.73,92,75,9.22,light snow
368,Awjilah,LY,29.1081,21.2869,65.1,28,51,18.39,broken clouds
369,Dukat,RU,62.55,155.55,-8.86,96,100,5.84,overcast clouds
370,Monte Alegre De Minas,BR,-18.8706,-48.8808,76.12,72,78,8.05,light rain
371,Waingapu,ID,-9.6567,120.2641,79.32,84,4,9.55,clear sky
372,Merauke,ID,-8.4667,140.3333,79.41,81,100,4.97,moderate rain
373,Puerto Narino,CO,-3.7703,-70.3831,80.58,72,100,0.31,overcast clouds
374,Comendador,DO,18.8775,-71.7028,69.48,84,28,1.41,scattered clouds
375,Ivanava,BY,52.1451,25.5365,28.53,84,100,10.98,overcast clouds
376,Constitucion,CL,-35.3333,-72.4167,65.75,55,6,4.41,clear sky
377,Tala,EG,30.6803,30.9429,64.69,37,52,8.59,broken clouds
378,Puerto Ayacucho,VE,5.6639,-67.6236,82.29,49,94,5.84,overcast clouds
379,Pitimbu,BR,-7.4706,-34.8086,84.36,64,9,11.41,clear sky
380,Margate,GB,51.3813,1.3862,59.18,65,100,10.0,overcast clouds
381,Coahuayana,MX,18.7333,-103.6833,65.8,67,0,4.23,clear sky
382,Tefe,BR,-3.3542,-64.7114,78.78,85,98,3.78,overcast clouds
383,Arraial Do Cabo,BR,-22.9661,-42.0278,77.59,86,96,3.09,light rain
384,Kytmanovo,RU,53.4593,85.4479,2.26,100,93,2.53,overcast clouds
385,Gweru,ZW,-19.45,29.8167,74.57,59,100,3.87,overcast clouds
386,Shache,CN,38.4167,77.2406,32.36,32,0,8.7,clear sky
387,Korla,CN,41.7597,86.1469,27.34,38,71,3.65,broken clouds
388,Pontian Kecil,MY,1.4801,103.3899,80.64,73,34,6.38,scattered clouds
389,Yushu,CN,44.8,126.5333,-0.42,95,15,5.53,few clouds
390,Byron Bay,AU,-28.65,153.6167,78.75,89,84,9.91,broken clouds
391,Pochutla,MX,15.7432,-96.4661,68.85,86,0,4.61,clear sky
392,Katsuura,JP,35.1333,140.3,50.18,57,2,25.23,clear sky
393,Sula,PH,15.4573,120.3955,72.81,82,40,3.31,scattered clouds
394,Touros,BR,-5.1989,-35.4608,86.9,61,7,13.29,clear sky
395,Hamilton,US,39.1834,-84.5333,34.34,77,100,1.99,overcast clouds
396,Usinsk,RU,65.9939,57.5281,-8.12,100,76,4.74,broken clouds
397,Bahia Blanca,AR,-38.7196,-62.2724,75.72,38,5,31.07,clear sky
398,Chimoio,MZ,-19.1164,33.4833,82.26,65,75,6.91,broken clouds
399,Kaeo,NZ,-35.1,173.7833,70.32,91,99,11.59,overcast clouds
400,Porto Belo,BR,-27.1578,-48.5531,83.79,72,0,7.29,clear sky
401,Bar Harbor,US,44.3876,-68.2039,18.91,69,24,4.0,few clouds
402,Iguatemi,BR,-23.6803,-54.5611,86.16,58,1,3.96,clear sky
403,Jimma,ET,7.6667,36.8333,82.96,23,100,5.08,overcast clouds
404,Chapais,CA,49.7834,-74.8492,-4.22,93,100,10.38,overcast clouds
405,Kruisfontein,ZA,-34.0033,24.7314,87.89,38,36,13.18,scattered clouds
406,Shubarkuduk,KZ,49.1447,56.4872,26.73,88,100,12.82,overcast clouds
407,Abu Dhabi,AE,24.4667,54.3667,82.51,48,0,5.75,clear sky
408,Nanortalik,GL,60.1432,-45.2371,15.24,79,20,8.79,few clouds
409,Yar-Sale,RU,66.8333,70.8333,-17.19,99,79,5.73,broken clouds
410,Moranbah,AU,-22.0016,148.0466,83.8,57,100,9.15,overcast clouds
411,Kavieng,PG,-2.5744,150.7967,75.72,88,100,2.89,light rain
412,Poddorye,RU,57.4695,31.1156,24.3,95,100,6.71,snow
413,Leshukonskoye,RU,64.8989,45.7622,6.66,96,100,5.95,overcast clouds
414,Port Huron,US,42.9709,-82.4249,29.28,72,75,11.01,broken clouds
415,Sao Filipe,CV,14.8961,-24.4956,76.93,67,100,4.79,overcast clouds
416,Mareeba,AU,-17.0,145.4333,76.44,95,100,1.52,overcast clouds
417,Raudeberg,NO,61.9875,5.1352,37.87,93,100,5.99,overcast clouds
418,Ballina,AU,-28.8667,153.5667,76.96,88,75,0.0,broken clouds
419,Calvia,ES,39.5657,2.5062,58.08,65,30,14.88,scattered clouds
420,Mizdah,LY,31.4451,12.9801,54.97,41,54,25.01,broken clouds
421,Porto Novo,BJ,6.4965,2.6036,91.9,24,81,7.87,broken clouds
422,Oyama,JP,36.3,139.8,48.58,51,69,7.85,broken clouds
423,Dingle,PH,10.9995,122.6711,74.71,92,100,7.16,light rain
424,Sangar,RU,63.9242,127.4739,-31.02,99,100,3.85,overcast clouds
425,Houma,US,29.5958,-90.7195,63.0,82,100,11.5,overcast clouds
426,Trinidad,BO,-14.8333,-64.9,73.76,94,100,3.65,overcast clouds
427,Culiacan,MX,24.7994,-107.3897,51.48,82,0,0.0,clear sky
428,Wabag,PG,-5.4781,143.7021,55.83,98,100,2.75,light rain
429,Ulety,RU,51.3572,112.4849,-10.7,96,19,3.49,few clouds
430,Tucurui,BR,-3.7661,-49.6725,74.93,93,100,1.45,overcast clouds
431,Omboue,GA,-1.5746,9.2618,85.42,63,51,10.49,broken clouds
432,Torbay,CA,47.6666,-52.7314,26.58,72,28,8.01,scattered clouds
433,Ust-Nera,RU,64.5667,143.2,-4.34,100,100,5.61,overcast clouds
434,Iqaluit,CA,63.7506,-68.5145,-29.31,73,100,2.26,overcast clouds
435,Marsa Matruh,EG,31.3525,27.2453,61.68,48,4,17.63,clear sky
436,Lebu,CL,-37.6167,-73.65,61.12,69,2,10.38,clear sky
437,Doha,QA,25.2867,51.5333,78.78,27,0,14.97,clear sky
438,Sioux Lookout,CA,50.1001,-91.917,23.07,93,100,9.22,overcast clouds
439,Mogadishu,SO,2.0371,45.3438,81.19,76,100,19.77,overcast clouds
440,Tautira,PF,-17.7333,-149.15,77.02,78,35,19.35,light rain
441,Hit,IQ,33.6416,42.8251,57.42,45,2,1.99,clear sky
442,Mulege,MX,26.8833,-111.9833,58.93,38,7,3.71,clear sky
443,Erzin,TR,36.9559,36.2,50.52,86,98,5.73,overcast clouds
444,Antalaha,MG,-14.9003,50.2788,83.97,67,100,15.39,light rain
445,Shimanovsk,RU,52.0,127.7,-3.95,93,10,6.8,clear sky
446,Arman,RU,59.7,150.1667,2.86,81,89,11.12,overcast clouds
447,Kwekwe,ZW,-18.9281,29.8149,79.74,61,98,2.86,overcast clouds
448,Neustadt,DE,49.7117,12.0872,34.97,86,100,4.0,overcast clouds
449,Chotesov,CZ,49.6541,13.2027,37.65,85,100,10.0,overcast clouds
450,Bac Lieu,VN,9.285,105.7244,78.76,77,3,14.54,clear sky
451,Big Rapids,US,43.6981,-85.4837,31.48,77,0,8.05,clear sky
452,Jiuquan,CN,39.7432,98.5174,22.08,26,99,3.11,overcast clouds
453,Aklavik,CA,68.2191,-135.0107,-10.26,99,96,3.31,overcast clouds
454,Bosaso,SO,11.2842,49.1816,78.75,71,100,10.94,overcast clouds
455,Nagua,DO,19.3832,-69.8474,76.44,86,38,2.77,scattered clouds
456,Palas,ID,-5.6519,105.6801,77.85,86,100,3.96,overcast clouds
457,Carballo,ES,43.213,-8.691,59.9,72,0,9.19,clear sky
458,Murray Bridge,AU,-35.1167,139.2667,61.43,56,0,17.05,clear sky
459,Santa Cruz,BO,-17.8,-63.1667,77.5,74,100,4.83,overcast clouds
460,Aswan,EG,24.0934,32.907,69.26,25,0,7.07,clear sky
461,Fereydun Kenar,IR,36.6864,52.5225,53.83,69,100,4.47,overcast clouds
462,Saint-Joseph,RE,-21.3667,55.6167,88.16,78,25,19.28,light rain
463,Haimen,CN,23.1935,116.6142,56.34,91,100,15.28,overcast clouds
464,Ponta Do Sol,PT,32.6667,-17.1,75.13,29,0,15.14,clear sky
465,Askiz,RU,53.1319,90.5264,1.35,98,100,1.86,overcast clouds
466,Bulaevo,KZ,54.9056,70.4439,22.21,95,100,7.18,overcast clouds
467,Hobyo,SO,5.3505,48.5268,81.81,68,59,21.18,broken clouds
468,Leningradskiy,RU,69.3833,178.4167,-11.65,93,25,11.83,scattered clouds
469,Novopskov,UA,49.5464,39.0899,32.36,96,100,11.97,light snow
470,Grindavik,IS,63.8424,-22.4338,32.47,74,75,4.61,broken clouds
471,Vestmannaeyjar,IS,63.4427,-20.2734,32.99,74,40,8.05,scattered clouds
472,Bonfim,BR,3.0833,-59.95,83.41,59,10,8.99,clear sky
473,Marzuq,YE,14.4,46.4667,81.21,27,58,12.5,broken clouds
474,Challans,FR,46.8436,-1.8749,54.27,82,46,17.9,scattered clouds
475,Yarada,IN,17.65,83.2667,77.32,69,20,4.61,haze
476,Tomatlan,MX,19.9333,-105.25,60.69,38,0,2.13,clear sky
477,Puerto Colombia,CO,10.9878,-74.9547,78.1,75,10,9.91,clear sky
478,Petropavlovskoye,RU,52.0712,84.107,5.07,99,73,3.69,broken clouds
479,La Union,PE,-5.4,-80.75,73.36,63,37,8.41,scattered clouds
480,Cheremshan,RU,54.6667,51.5,31.44,92,100,16.96,light snow
481,Humberto De Campos,BR,-2.5983,-43.4611,85.64,63,100,8.57,overcast clouds
482,Goderich,CA,43.7501,-81.7165,26.91,85,100,20.62,overcast clouds
483,Pontes E Lacerda,BR,-15.2261,-59.3353,70.57,98,100,5.21,light rain
484,Saint-Georges,GD,12.0564,-61.7485,78.62,77,18,13.0,few clouds
485,La Primavera,CO,5.4906,-70.4092,81.9,42,100,10.22,overcast clouds
486,Jiayuguan,CN,39.8167,98.3,20.53,28,84,2.66,broken clouds
487,Iberia,US,29.9502,-91.7507,59.99,82,100,13.8,overcast clouds
488,Saint-Francois,FR,46.4154,3.9054,41.68,81,100,8.05,overcast clouds
489,Ust-Kulom,RU,61.6864,53.6902,19.09,94,100,8.08,overcast clouds
490,Evensk,RU,61.95,159.2333,19.27,80,100,32.5,overcast clouds
491,Sheridan,US,44.8333,-106.9173,17.65,64,100,4.0,overcast clouds
492,Saint Anthony,US,45.0205,-93.218,30.4,71,100,8.99,overcast clouds
493,Yatou,CN,37.15,122.3833,25.77,63,1,8.01,clear sky
494,Thinadhoo,MV,0.5333,72.9333,83.34,71,58,12.1,broken clouds
495,Chipata,ZM,-13.6333,32.65,75.15,77,92,2.46,moderate rain
496,Plaster Rock,CA,46.9065,-67.39,-8.88,95,12,1.3,few clouds
497,Krasnoselkup,RU,65.7,82.4667,7.23,96,99,8.37,overcast clouds
498,Wewak,PG,-3.5534,143.6268,78.53,86,100,10.6,overcast clouds
499,Urumqi,CN,43.801,87.6005,-1.25,85,75,0.0,mist
500,Leua,SK,48.2156,18.6071,42.35,62,24,13.85,few clouds
501,Dobrinka,RU,52.1653,40.4731,27.39,87,96,15.68,snow
502,Bukene,TZ,-4.2333,32.8833,67.3,88,100,5.28,light rain
503,Turayf,SA,31.6725,38.6637,52.3,46,2,4.25,clear sky
504,Lokosovo,RU,61.1333,74.8167,6.12,97,99,2.33,overcast clouds
505,Syava,RU,58.0146,46.3222,28.15,88,100,9.06,overcast clouds
506,Lafiagi,NG,8.8667,5.4167,98.78,7,25,1.63,scattered clouds
507,Balabac,PH,7.9868,117.0645,81.28,79,90,15.77,overcast clouds
508,Jiazi,CN,22.8779,116.067,56.03,89,100,13.89,overcast clouds
509,Maniitsoq,GL,65.4167,-52.9,9.45,86,100,7.74,light snow
510,Trapani,IT,37.8333,12.6667,55.35,62,7,26.4,clear sky
511,Hay River,CA,60.8156,-115.7999,-5.73,92,100,12.73,overcast clouds
512,Udachnyy,RU,66.4167,112.4,-34.85,100,36,2.57,scattered clouds
513,Amahai,ID,-3.3333,128.9167,78.93,79,100,9.48,overcast clouds
514,Salinopolis,BR,-0.6136,-47.3561,82.54,74,80,10.22,broken clouds
515,Poronaysk,RU,49.2167,143.1167,4.6,86,98,8.01,overcast clouds
516,Santo Nino,PH,6.435,124.6975,74.86,83,100,2.08,overcast clouds
517,Malakal,SS,9.5334,31.6605,90.75,12,15,8.43,few clouds
518,Lubyany,RU,56.0378,51.4,28.04,96,100,15.19,snow
519,Yarensk,RU,62.1675,49.0916,16.66,94,100,8.01,light snow
520,Dhupgari,IN,26.5858,89.0145,60.64,67,96,5.39,overcast clouds
521,Rocha,UY,-34.4833,-54.3333,68.83,47,0,3.27,clear sky
522,Najran,SA,17.4924,44.1277,83.46,17,15,13.67,few clouds
523,Naze,JP,28.3667,129.4833,55.72,64,100,11.63,overcast clouds
524,Chikhli,IN,20.35,76.25,74.41,20,0,7.72,clear sky
525,Celestun,MX,20.8667,-90.4,64.74,87,1,11.61,clear sky
526,Cervo,ES,43.6702,-7.4101,59.2,67,38,9.31,scattered clouds
527,Ca Mau,VN,9.1769,105.15,78.17,77,0,9.31,clear sky
528,Kaoma,ZM,-14.7833,24.8,75.94,66,47,6.53,scattered clouds
529,Lady Frere,ZA,-31.7031,27.2329,74.46,64,100,8.7,overcast clouds
530,Bulgan,MN,48.8125,103.5347,-6.39,89,15,4.68,few clouds
531,Gogrial,SS,8.5332,28.1004,91.2,11,29,5.03,scattered clouds
532,Ostrovnoy,RU,68.0531,39.5131,11.21,96,100,4.16,overcast clouds
533,Oistins,BB,13.0667,-59.5333,78.89,78,40,16.11,scattered clouds
534,Mouila,GA,-1.8685,11.0559,92.46,51,43,1.92,light rain
535,Kushiro,JP,42.975,144.3747,17.4,85,20,6.71,few clouds
536,Kirkwall,GB,58.9848,-2.9587,46.45,71,40,41.43,scattered clouds
537,Lhokseumawe,ID,5.1801,97.1507,79.9,79,19,1.66,few clouds
538,Talaya,RU,61.3833,152.75,-7.71,95,100,5.86,overcast clouds
539,Quesnel,CA,52.9999,-122.5029,11.62,98,83,3.58,broken clouds
540,Batticaloa,LK,7.7102,81.6924,77.56,71,9,10.71,clear sky
541,Arona,ES,28.0996,-16.681,70.83,52,75,1.01,broken clouds
542,Neepawa,CA,50.2289,-99.4664,3.81,81,100,21.68,overcast clouds
543,Palma Di Montechiaro,IT,37.1926,13.765,46.62,54,100,22.44,overcast clouds
544,Saint George,US,37.1041,-113.5841,41.25,42,1,3.0,clear sky
545,Fethiye,TR,36.6217,29.1164,55.27,71,100,8.81,overcast clouds
546,Hihya,EG,30.6713,31.588,65.28,34,47,9.57,scattered clouds
547,Teahupoo,PF,-17.8333,-149.2667,71.56,77,39,20.0,light rain
548,Tuatapere,NZ,-46.1333,167.6833,59.83,96,72,6.08,broken clouds
549,Necochea,AR,-38.5473,-58.7368,77.04,33,0,22.93,clear sky
550,Mount Gambier,AU,-37.8333,140.7667,55.31,58,100,16.11,overcast clouds
551,Auki,SB,-8.7676,160.7034,78.17,83,100,4.59,overcast clouds
552,Neiafu,TO,-18.65,-173.9833,80.38,72,11,9.82,few clouds
553,Birao,CF,10.2849,22.7882,89.85,10,16,7.4,few clouds
554,Tadine,NC,-21.55,167.8833,75.31,79,100,9.64,overcast clouds
555,Lufkin,US,31.3382,-94.7291,55.83,93,100,6.91,overcast clouds
556,Itarema,BR,-2.9248,-39.9167,85.19,63,100,12.15,overcast clouds
557,Colquechaca,BO,-18.6667,-66.0167,32.0,88,100,3.96,light snow
558,Albemarle,US,35.3501,-80.2001,32.61,57,40,8.05,scattered clouds
559,Marienburg,PL,54.0359,19.0266,35.11,85,100,9.15,light snow
560,Taltal,CL,-25.4,-70.4833,67.69,69,0,5.17,clear sky
561,San Vicente,AR,-26.6167,-54.1333,86.95,27,0,1.05,clear sky
562,Abasha,GE,42.2096,42.2211,52.02,66,100,7.49,overcast clouds
563,Rodrigues Alves,BR,-7.738,-72.6509,78.08,71,10,2.91,clear sky
564,Yaan,NG,7.3833,8.5667,94.3,8,3,5.82,clear sky
565,Mehamn,NO,71.0357,27.8492,19.58,86,47,10.07,scattered clouds
566,Blackwater,AU,-23.5833,148.8833,82.0,57,100,9.82,overcast clouds
567,Nizhnyaya Tavda,RU,57.6731,66.1725,10.35,98,90,5.84,overcast clouds
568,Nishihara,JP,26.1842,127.7558,63.68,68,75,11.5,broken clouds
569,Shanhetun,CN,44.7,127.2,-6.14,99,54,4.72,broken clouds
570,San Matias,BO,-16.3667,-58.4,72.63,96,100,6.02,heavy intensity rain
571,Roebourne,AU,-20.7833,117.1333,86.45,66,100,13.33,overcast clouds
572,Changzhou,CN,31.7833,119.9667,37.99,59,79,10.13,broken clouds
573,Owando,CG,-0.4819,15.8999,101.34,19,29,1.9,scattered clouds
574,Nemuro,JP,43.3236,145.575,24.85,74,10,14.03,clear sky
575,High Level,CA,58.5169,-117.136,-12.08,90,21,7.58,few clouds
576,Fort Myers Beach,US,26.452,-81.9481,56.01,67,0,1.01,clear sky
577,Liwonde,MW,-15.0506,35.2035,83.32,69,46,2.75,light rain
578,Tshikapa,CD,-6.4167,20.8,87.66,54,48,3.62,light rain
579,Saint-Denis,FR,48.9167,2.3333,48.88,93,100,4.0,overcast clouds
580,Tecate,MX,32.5667,-116.6333,51.3,88,73,0.78,broken clouds
581,Port Blair,IN,11.6667,92.75,76.64,69,85,8.81,overcast clouds
582,Ranfurly,NZ,-45.1333,170.1,58.64,71,100,5.84,overcast clouds
583,La Palma,US,33.8464,-118.0467,56.01,91,100,3.0,mist
584,Crawfordsville,US,40.0411,-86.8745,38.95,51,40,0.0,scattered clouds
585,Ostersund,SE,63.1792,14.6357,13.6,92,100,4.61,overcast clouds
586,Lexington,US,37.9887,-84.4777,34.9,75,100,9.15,overcast clouds
587,Dowa,MW,-13.654,33.9375,72.72,75,80,5.7,light rain
588,Itacoatiara,BR,-3.1431,-58.4442,80.26,79,77,5.88,broken clouds
589,Zhanakorgan,KZ,43.9098,67.2495,30.27,77,0,8.32,clear sky
590,Coxim,BR,-18.5067,-54.76,72.66,96,100,2.89,overcast clouds
591,Sarangarh,IN,21.6,83.0833,72.88,25,0,4.63,clear sky
592,Llangefni,GB,53.2556,-4.3106,54.66,84,20,27.63,few clouds
593,Faqirwali,PK,29.4663,73.034,64.72,21,0,5.41,clear sky
594,Raymondville,US,26.4815,-97.7831,59.09,92,5,4.88,clear sky
595,Scottsbluff,US,41.8666,-103.6672,27.79,62,0,7.0,clear sky
596,Soe,ID,-9.8607,124.284,67.03,85,8,4.61,clear sky
597,Tura,IN,25.5198,90.2201,59.22,56,38,1.39,scattered clouds
598,Kalmunai,LK,7.4167,81.8167,76.69,73,36,10.13,scattered clouds
599,Totness,SR,5.8833,-56.3167,78.33,83,65,9.75,broken clouds
600,Beloha,MG,-25.1667,45.05,93.0,35,0,19.89,clear sky
601,Egvekinot,RU,66.3167,-179.1667,-0.81,67,100,14.72,overcast clouds
602,Kushima,JP,31.4583,131.2333,40.12,76,17,9.6,few clouds
603,Cheney,US,47.4874,-117.5758,27.77,95,75,9.22,mist
604,Seoul,KR,37.5683,126.9778,30.61,48,1,8.01,clear sky
605,Avera,US,33.194,-82.5271,37.27,83,0,6.64,clear sky
606,Dickinson,US,29.4608,-95.0513,61.16,96,100,3.0,overcast clouds
607,Omsukchan,RU,62.5333,155.8,-4.16,94,100,5.57,overcast clouds
608,Rovaniemi,FI,66.5,25.7167,-0.99,84,0,10.36,clear sky
609,Nova Olimpia,BR,-14.7972,-57.2881,72.19,94,100,6.11,overcast clouds
610,Tres Arroyos,AR,-38.3739,-60.2798,72.95,31,0,23.78,clear sky
611,Bolkhov,RU,53.4433,36.0044,25.75,90,99,12.66,light snow
612,Sayat,TM,38.7839,63.8803,57.24,33,100,10.47,overcast clouds
613,Pinawa,CA,50.1489,-95.8811,11.53,92,100,18.25,light snow
614,Les Herbiers,FR,46.8667,-1.0167,53.06,78,73,15.9,broken clouds
615,Porto Walter,BR,-8.2686,-72.7439,79.36,66,30,3.06,scattered clouds
616,Ayame,CI,5.6083,-3.1563,99.01,21,90,0.96,overcast clouds
617,Solnechnyy,RU,50.7214,136.6319,-2.36,99,94,2.57,overcast clouds
618,Pundaguitan,PH,6.3711,126.1689,81.21,78,100,19.51,overcast clouds
619,Alyangula,AU,-13.8483,136.4192,83.75,75,100,21.83,overcast clouds
620,Cayenne,GF,4.9333,-52.3333,78.1,91,100,2.3,mist
621,Cadereyta,MX,25.5833,-99.9833,58.17,66,0,2.13,clear sky
622,Palmer,US,42.1584,-72.3287,21.61,71,13,3.56,few clouds
623,Snasa,NO,64.2457,12.3778,22.41,86,100,8.81,overcast clouds
624,Xambioa,BR,-6.4111,-48.5364,78.94,87,93,1.97,overcast clouds
625,Novobirilyussy,RU,56.9514,90.6661,4.64,95,74,5.08,broken clouds
626,Colares,PT,38.7992,-9.4469,65.34,35,0,7.0,clear sky
627,Iquitos,PE,-3.7481,-73.2472,77.76,69,90,1.83,overcast clouds
628,Tarnogskiy Gorodok,RU,60.4997,43.5761,21.88,95,100,7.34,light snow
629,Sabha,LY,27.0377,14.4283,65.86,17,27,15.3,scattered clouds
630,Damara,CF,4.9608,18.7035,100.04,9,13,3.27,few clouds
631,Mwinilunga,ZM,-11.7358,24.4293,73.4,78,63,4.74,light rain
632,Pathein,MM,16.7833,94.7333,66.99,59,65,8.39,broken clouds
633,Punta De Bombon,PE,-17.1717,-71.7931,70.56,78,100,6.42,overcast clouds
634,Allapalli,IN,19.4167,80.0667,72.59,28,0,1.41,clear sky
635,Sechura,PE,-5.5569,-80.8222,72.39,68,42,8.66,scattered clouds
636,Simao,CN,22.7886,100.9748,52.2,62,0,2.57,clear sky
637,Broome,US,42.2506,-75.833,19.58,75,0,8.05,clear sky
638,Det Udom,TH,14.906,105.0784,81.28,55,65,7.96,broken clouds
639,Puerto Madryn,AR,-42.7692,-65.0385,72.27,41,0,19.84,clear sky
640,Muddebihal,IN,16.3333,76.1333,82.22,16,0,7.05,clear sky
641,Creel,MX,27.75,-107.6333,30.27,69,2,2.15,clear sky
642,Kamphaeng Phet,TH,16.25,99.5,81.1,35,5,3.29,clear sky
643,Kungurtug,RU,50.5994,97.5228,-13.45,99,55,1.81,broken clouds
644,Matamoros,MX,25.5333,-103.25,45.1,46,0,2.51,clear sky
645,Qaqortoq,GL,60.7167,-46.0333,16.3,94,89,3.51,overcast clouds
646,Ratnagiri,IN,16.9833,73.3,77.65,57,0,11.23,clear sky
647,Aasiaat,GL,68.7098,-52.8699,2.08,95,100,6.24,overcast clouds
648,Jumla,NP,29.2747,82.1838,33.31,79,5,1.36,clear sky
649,Zhezkazgan,KZ,47.8043,67.7144,13.98,85,0,11.18,clear sky
650,Verkhnevilyuysk,RU,63.4453,120.3167,-27.58,99,54,4.63,broken clouds
651,Arrecife,ES,28.963,-13.5477,69.87,49,0,14.97,clear sky
652,Singleton,AU,-32.5667,151.1833,78.19,86,100,3.04,light rain
653,Noumea,NC,-22.2763,166.4572,75.18,86,55,4.97,broken clouds
654,Emerald,AU,-23.5333,148.1667,91.54,40,75,9.22,broken clouds
655,Olinda,BR,-8.0089,-34.8553,85.73,66,40,10.36,scattered clouds
656,Mwaro,BI,-3.5,29.6667,59.67,86,100,2.37,overcast clouds
657,Chor,PK,25.5167,69.7667,80.24,14,0,6.02,clear sky
658,Warrnambool,AU,-38.3833,142.4833,58.8,63,100,17.16,overcast clouds
659,Atar,MR,20.5169,-13.0499,90.57,7,92,18.72,overcast clouds
660,Springfield,US,37.2153,-93.2982,51.67,84,0,5.99,clear sky
661,Inuvik,CA,68.3499,-133.7218,-6.03,100,99,5.91,overcast clouds
662,Hami,CN,42.8,93.45,24.8,32,6,3.18,clear sky
663,Kemijarvi,FI,66.7131,27.4306,10.0,96,100,5.77,overcast clouds
664,Nyurba,RU,63.2842,118.3319,-30.77,100,92,2.82,overcast clouds
665,Watsa,CD,3.0372,29.5355,92.53,19,20,3.33,few clouds
666,Fortuna Foothills,US,32.6578,-114.4119,50.22,32,0,5.75,clear sky
667,Havoysund,NO,70.9963,24.6622,19.63,76,99,9.19,overcast clouds
668,Quang Ngai,VN,15.1167,108.8,69.24,90,92,5.32,overcast clouds
669,Puerto Carreno,CO,6.189,-67.4859,82.83,50,60,11.32,broken clouds
670,Sibu,MY,2.3,111.8167,74.37,95,100,2.13,overcast clouds
671,Flin Flon,CA,54.7682,-101.865,-12.62,88,100,13.58,overcast clouds
672,Bone,DE,51.9669,12.1396,40.82,85,100,20.6,moderate rain
673,Malabo,GQ,3.75,8.7833,82.69,70,32,11.14,light rain
674,Huarmey,PE,-10.0681,-78.1522,71.6,79,44,5.01,scattered clouds
675,Russell,US,32.3502,-85.1999,46.11,71,0,4.54,clear sky
676,Zhovti Vody,UA,48.3473,33.5003,33.04,83,100,5.79,overcast clouds
677,Plouzane,FR,48.3833,-4.6167,50.32,93,100,14.97,overcast clouds
678,Porto Alegre,BR,-30.0331,-51.23,80.28,77,99,5.01,overcast clouds
679,De Aar,ZA,-30.6497,24.0123,68.65,81,100,17.18,light rain
680,Bridlington,GB,54.0831,-0.1919,55.58,68,100,26.69,overcast clouds
681,Luena,AO,-11.7833,19.9167,80.53,49,90,5.75,overcast clouds
682,Vidim,RU,56.4088,103.1106,-7.22,100,91,1.48,overcast clouds
683,Cockburn Town,TC,21.4612,-71.1419,75.09,69,92,18.66,overcast clouds
684,Tyup,KG,42.7276,78.3648,17.22,82,28,5.88,scattered clouds
685,Duluth,US,46.7833,-92.1066,30.07,79,90,5.99,overcast clouds
686,Kolokani,ML,13.5728,-8.0339,89.87,8,100,16.87,overcast clouds
687,Oranjemund,NA,-28.55,16.4333,72.27,72,26,14.74,scattered clouds
688,Jiblah,YE,13.9216,44.1467,64.94,59,89,7.31,overcast clouds
689,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,77.59,81,100,4.65,overcast clouds
690,La Rioja,ES,42.25,-2.5,49.32,91,100,6.22,overcast clouds
691,Havelock,US,34.8791,-76.9013,39.15,91,17,7.96,few clouds
692,Skibbereen,IE,51.55,-9.2667,53.4,82,25,18.16,scattered clouds
693,Azad Shahr,IR,34.7909,48.5707,35.17,73,76,7.43,broken clouds
694,Alice Town,BS,25.7167,-79.3,68.54,56,48,18.23,scattered clouds
