City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
287,Olafsvik,IS,2022-01-30 16:18:50,64.8945,-23.7142,28.54,58,100,39.03
288,Hamilton,US,2022-01-30 16:13:56,39.1834,-84.5333,34.21,59,0,1.99
289,Itarema,BR,2022-01-30 16:18:50,-2.9248,-39.9167,77.16,86,100,9.8
290,Ketchikan,US,2022-01-30 16:18:50,55.3422,-131.6461,35.58,93,75,4.61
291,Sur,OM,2022-01-30 16:18:15,22.5667,59.5289,73.4,65,1,4.7
292,Arraial Do Cabo,BR,2022-01-30 16:16:40,-22.9661,-42.0278,89.56,74,75,11.5
293,Vilhena,BR,2022-01-30 16:18:51,-12.7406,-60.1458,73.62,94,75,11.5
294,Leshukonskoye,RU,2022-01-30 16:18:51,64.8989,45.7622,11.14,94,100,6.89
295,Kologriv,RU,2022-01-30 16:18:52,58.8275,44.3178,12.24,97,100,6.06
296,Qaqortoq,GL,2022-01-30 16:18:52,60.7167,-46.0333,9.1,62,100,8.88
297,Zaysan,KZ,2022-01-30 16:18:53,47.4667,84.8667,6.03,86,100,2.08
298,Seminole,US,2022-01-30 16:18:53,28.7086,-81.2081,51.26,29,0,9.22
299,Mirador,BR,2022-01-30 16:18:53,-6.3708,-44.3631,81.81,78,78,4.92
300,Sorgun,TR,2022-01-30 16:18:54,39.8101,35.186,24.66,93,93,5.35
301,Manadhoo,MV,2022-01-30 16:18:54,5.7667,73.3833,82.04,76,27,14.56
302,Yatou,CN,2022-01-30 16:18:54,37.15,122.3833,28.67,56,0,3.67
303,Laguna,US,2022-01-30 16:18:55,38.421,-121.4238,49.08,90,0,1.99
304,Avera,US,2022-01-30 16:18:55,33.194,-82.5271,47.44,29,0,13.4
305,Lebedinyy,RU,2022-01-30 16:18:56,58.5167,125.5167,-13.95,99,100,3.6
306,Ramshir,IR,2022-01-30 16:18:56,30.8946,49.4092,55.15,33,26,9.28
307,Santa Rosalia,MX,2022-01-30 16:18:57,27.3167,-112.2833,62.87,34,76,0.98
308,Mercedes,AR,2022-01-30 16:15:34,-34.6515,-59.4307,86.52,33,0,9.31
309,Vostok,RU,2022-01-30 16:18:58,46.4856,135.8833,-20.61,99,72,3.83
310,Balagansk,RU,2022-01-30 16:18:59,54.0103,103.0544,-17.9,100,89,1.63
311,Okhotsk,RU,2022-01-30 16:18:59,59.3833,143.3,14.76,77,100,17.18
312,Beni,CD,2022-01-30 16:19:00,0.5,29.4667,79.72,36,93,1.36
313,Umba,RU,2022-01-30 16:19:00,66.6871,34.3429,0.41,99,64,5.97
314,Shenxian,CN,2022-01-30 16:19:00,36.2411,115.6672,36.3,76,4,10.29
315,Bom Jardim,BR,2022-01-30 16:19:01,-7.7958,-35.5872,86.34,45,100,13.69
316,Eyl,SO,2022-01-30 16:19:01,7.9803,49.8164,76.01,73,100,17.6
317,Sao Joao Da Barra,BR,2022-01-30 16:19:02,-21.6403,-41.0511,89.69,71,82,6.78
318,Saint Anthony,US,2022-01-30 16:16:07,45.0205,-93.218,17.65,69,0,11.5
319,Lorengau,PG,2022-01-30 16:19:02,-2.0226,147.2712,79.5,83,100,10.96
320,Hualmay,PE,2022-01-30 16:20:02,-11.0964,-77.6139,74.08,73,100,8.5
321,Richards Bay,ZA,2022-01-30 16:20:03,-28.783,32.0377,77.59,69,29,10.18
322,Magadi,IN,2022-01-30 16:20:03,12.9667,77.2333,73.74,56,48,6.53
323,Ribeira Brava,PT,2022-01-30 16:20:04,32.65,-17.0667,72.12,35,0,9.71
324,Paka,MY,2022-01-30 16:20:04,4.6374,103.4368,76.93,88,92,0.0
325,Helong,CN,2022-01-30 16:20:05,42.5397,128.9972,6.15,90,5,5.48
326,Pittsburg,US,2022-01-30 16:20:05,38.028,-121.8847,51.64,82,0,3.0
327,Fare,PF,2022-01-30 16:20:05,-16.7,-151.0167,80.04,73,27,7.67
328,Bud,US,2022-01-30 16:20:06,39.447,-86.1758,34.75,64,42,7.0
329,Iquitos,PE,2022-01-30 16:17:12,-3.7481,-73.2472,86.04,58,0,13.8
330,Haines Junction,CA,2022-01-30 16:20:06,60.7522,-137.5108,10.35,61,99,12.66
331,Fortuna,US,2022-01-30 16:20:07,40.5982,-124.1573,44.65,96,100,1.01
332,Panama City,PA,2022-01-30 16:16:10,8.9936,-79.5197,89.17,52,40,12.66
333,Nanyamba,TZ,2022-01-30 16:20:07,-10.6833,39.8333,73.51,95,74,3.87
334,Aklavik,CA,2022-01-30 16:20:08,68.2191,-135.0107,1.4,78,100,5.75
335,Sebezh,RU,2022-01-30 16:20:08,56.2955,28.4654,31.96,96,100,5.79
336,Caucaia,BR,2022-01-30 16:20:08,-3.7361,-38.6531,87.75,70,40,19.57
337,Vila Franca Do Campo,PT,2022-01-30 16:20:09,37.7167,-25.4333,57.61,79,81,13.85
338,Cabedelo,BR,2022-01-30 16:20:09,-6.9811,-34.8339,88.47,67,95,14.25
339,Victoria,HK,2022-01-30 16:15:48,22.2855,114.1577,61.32,72,29,1.01
340,Ashcroft,CA,2022-01-30 16:20:10,50.7165,-121.2859,37.74,97,100,4.65
341,Alyangula,AU,2022-01-30 16:20:10,-13.8483,136.4192,81.25,79,100,17.07
342,Bealanana,MG,2022-01-30 16:20:10,-14.55,48.7333,69.87,84,77,3.31
343,Raymond,US,2022-01-30 16:18:54,43.9015,-70.4703,18.61,66,98,6.87
344,Boa Vista,BR,2022-01-30 16:20:11,2.8197,-60.6733,91.38,38,40,14.97
345,Bafoulabe,ML,2022-01-30 16:20:11,13.8065,-10.8321,101.77,6,9,8.23
346,Vao,NC,2022-01-30 16:20:12,-22.6667,167.4833,79.14,86,99,14.25
347,Tulun,RU,2022-01-30 16:20:12,54.5611,100.5792,-10.03,100,100,3.04
348,Katsuura,JP,2022-01-30 16:20:12,35.1333,140.3,41.18,63,100,9.19
349,Uyovu,TZ,2022-01-30 16:18:07,-3.2833,31.5258,68.92,85,99,4.72
350,Port-Cartier,CA,2022-01-30 16:20:13,50.0334,-66.8654,6.75,76,100,18.07
351,Dalvik,IS,2022-01-30 16:20:13,65.9702,-18.5286,26.53,79,94,18.84
352,Pisco,PE,2022-01-30 16:20:13,-13.7,-76.2167,77.02,73,0,11.5
353,Harper,LR,2022-01-30 16:20:14,4.375,-7.7169,84.78,67,70,11.63
354,Shimoda,JP,2022-01-30 16:20:14,34.6667,138.95,39.11,63,100,12.21
355,Sioux Lookout,CA,2022-01-30 16:20:15,50.1001,-91.917,-1.82,84,100,4.61
356,Aksarka,RU,2022-01-30 16:20:15,66.5606,67.7975,-3.48,97,100,6.53
357,Portland,US,2022-01-30 16:18:29,45.5234,-122.6762,40.24,83,75,11.5
358,Aitape,PG,2022-01-30 16:20:15,-3.1374,142.3475,78.21,87,100,11.27
359,Amalapuram,IN,2022-01-30 16:20:16,16.5833,82.0167,68.09,91,5,3.56
360,Brownwood,US,2022-01-30 16:20:16,31.7093,-98.9912,57.54,37,0,0.0
361,Khvoynaya,RU,2022-01-30 16:20:16,58.9,34.5333,22.73,94,100,10.31
362,Hami,CN,2022-01-30 16:20:17,42.8,93.45,24.96,38,100,3.51
363,Sirsa,IN,2022-01-30 16:20:17,29.5333,75.0167,57.99,37,0,4.07
364,Te Anau,NZ,2022-01-30 16:20:18,-45.4167,167.7167,53.89,94,12,0.51
365,Westport,US,2022-01-30 16:17:30,41.1415,-73.3579,22.78,48,0,1.01
366,Prince Rupert,CA,2022-01-30 16:20:18,54.3161,-130.3201,37.09,93,100,3.44
367,Ahuimanu,US,2022-01-30 16:20:19,21.4447,-157.8378,73.11,72,20,1.99
368,Maniitsoq,GL,2022-01-30 16:20:19,65.4167,-52.9,13.62,76,100,15.21
369,Tilichiki,RU,2022-01-30 16:21:20,60.4667,166.1,25.34,80,97,21.16
370,Tungor,RU,2022-01-30 16:21:20,53.3808,142.9564,2.23,91,99,17.9
371,Atbasar,KZ,2022-01-30 16:21:20,51.8,68.3333,4.23,95,92,11.14
372,Radaur,IN,2022-01-30 16:21:21,30.0333,77.15,52.86,62,1,8.32
373,Nadvoitsy,RU,2022-01-30 16:21:21,63.8667,34.3167,15.12,95,100,4.59
374,Vallenar,CL,2022-01-30 16:21:22,-28.5708,-70.7581,76.71,40,0,7.18
375,Collie,AU,2022-01-30 16:21:22,-33.3667,116.15,63.99,81,0,11.65
376,Aykhal,RU,2022-01-30 16:21:22,66.0,111.5,-21.87,100,53,3.38
377,Araouane,ML,2022-01-30 16:17:34,18.9048,-3.5265,88.07,9,15,16.53
378,Iskateley,RU,2022-01-30 16:21:23,67.6803,53.1512,12.7,92,100,14.03
379,Tumut,AU,2022-01-30 16:21:23,-35.3,148.2167,66.87,91,50,3.62
380,College,US,2022-01-30 16:21:24,64.8569,-147.8028,-25.35,68,20,3.44
381,Padang,ID,2022-01-30 16:21:24,-0.9492,100.3543,75.25,91,100,4.5
382,Port Moresby,PG,2022-01-30 16:21:25,-9.4431,147.1797,76.42,83,100,11.5
383,Tuim,RU,2022-01-30 16:21:25,54.3417,89.9261,-3.69,98,44,4.38
384,Fukuma,JP,2022-01-30 16:21:26,33.7667,130.4667,42.8,55,90,11.16
385,Calbuco,CL,2022-01-30 16:21:26,-41.768,-73.1273,60.01,51,27,6.91
386,Kamaishi,JP,2022-01-30 16:21:27,39.2667,141.8833,25.29,59,32,7.99
387,Key Largo,US,2022-01-30 16:19:41,25.0865,-80.4473,56.01,38,0,14.65
388,Tallahassee,US,2022-01-30 16:17:40,30.4383,-84.2807,53.1,33,0,1.01
389,Roma,US,2022-01-30 16:18:03,43.2128,-75.4557,17.65,51,73,3.0
390,Torbay,CA,2022-01-30 16:21:28,47.6666,-52.7314,50.77,94,100,32.21
391,Proletariy,RU,2022-01-30 16:21:28,58.4342,31.7046,27.1,93,99,10.0
392,Panaba,MX,2022-01-30 16:21:28,21.2833,-88.2667,70.39,51,55,9.04
393,Serdobsk,RU,2022-01-30 16:21:29,52.4586,44.2169,25.05,95,95,9.71
394,Svetlogorsk,BY,2022-01-30 16:21:29,52.6333,29.7333,32.02,98,100,10.69
395,Arlit,NE,2022-01-30 16:21:30,18.7369,7.3853,79.11,10,4,23.6
396,Shagonar,RU,2022-01-30 16:21:30,51.5333,92.8,-18.18,97,83,1.59
397,Tura,IN,2022-01-30 16:21:31,25.5198,90.2201,53.22,55,9,2.75
398,Herat,AF,2022-01-30 16:21:31,34.5,62.0,41.58,69,0,6.8
399,Majene,ID,2022-01-30 16:21:32,-3.5403,118.9707,77.4,82,100,5.19
400,Jinchang,CN,2022-01-30 16:21:32,38.4953,102.1739,16.39,39,6,4.0
401,Mirpur Khas,PK,2022-01-30 16:21:32,25.5251,69.0159,69.82,53,0,10.16
402,Lerik,AZ,2022-01-30 16:21:33,38.7726,48.4128,30.92,73,61,8.48
403,Suntar,RU,2022-01-30 16:21:33,62.1444,117.6319,-13.54,98,52,4.52
404,Alofi,NU,2022-01-30 16:21:34,-19.0595,-169.9187,73.29,94,92,1.14
405,Menongue,AO,2022-01-30 16:21:34,-14.6585,17.691,62.89,77,100,12.17
406,Lompoc,US,2022-01-30 16:21:16,34.6391,-120.4579,57.78,55,0,6.91
407,Chimore,BO,2022-01-30 16:21:35,-16.9833,-65.1333,90.61,44,81,2.62
408,Londoko,RU,2022-01-30 16:21:35,49.0333,131.9833,-16.29,99,12,2.68
409,Broken Hill,AU,2022-01-30 16:21:35,-31.95,141.4333,81.27,58,91,9.57
410,Argelia,CO,2022-01-30 16:21:36,2.2556,-77.2488,69.42,89,100,0.51
411,Mahebourg,MU,2022-01-30 16:21:36,-20.4081,57.7,81.25,78,75,13.8
412,Mabaruma,GY,2022-01-30 16:21:37,8.2,-59.7833,86.92,47,22,6.71
413,Esperance,AU,2022-01-30 16:21:37,-33.8667,121.9,72.57,56,64,9.66
414,Nishihara,JP,2022-01-30 16:21:38,26.1842,127.7558,58.28,63,75,26.46
415,Ishinomaki,JP,2022-01-30 16:22:38,38.4167,141.3,29.03,67,40,17.63
416,Otane,NZ,2022-01-30 16:22:39,-39.8833,176.6333,61.39,81,74,3.94
417,Havre-Saint-Pierre,CA,2022-01-30 16:22:39,50.2334,-63.5986,10.99,78,100,16.11
418,La Sarre,CA,2022-01-30 16:22:39,48.8002,-79.1996,5.58,87,99,7.52
419,Jackson,US,2022-01-30 16:22:40,42.4165,-122.8345,51.04,85,0,0.0
420,Punta De Bombon,PE,2022-01-30 16:22:40,-17.1717,-71.7931,71.83,67,87,7.43
421,Alice Springs,AU,2022-01-30 16:22:40,-23.7,133.8833,72.95,100,75,12.66
422,Bontang,ID,2022-01-30 16:22:41,0.1333,117.5,78.87,83,86,5.5
423,Karema,TZ,2022-01-30 16:22:41,-6.8205,30.4389,72.73,86,100,10.07
424,Roebourne,AU,2022-01-30 16:22:42,-20.7833,117.1333,85.33,60,35,22.88
425,Tuy Hoa,VN,2022-01-30 16:22:42,13.0833,109.3,73.51,90,66,2.39
426,Lecce,IT,2022-01-30 16:22:42,40.2167,18.1667,54.07,62,0,4.61
427,Mocuba,MZ,2022-01-30 16:22:43,-16.8392,36.9856,75.18,92,20,4.76
428,Qui Nhon,VN,2022-01-30 16:22:43,13.7667,109.2333,75.61,86,93,6.51
429,Kidal,ML,2022-01-30 16:22:43,18.4411,1.4078,84.51,10,4,18.59
430,Isabela,PH,2022-01-30 16:22:44,6.7085,121.9711,78.33,84,71,2.59
431,Macas,EC,2022-01-30 16:20:09,-2.3167,-78.1167,69.55,94,100,8.05
432,Goderich,CA,2022-01-30 16:22:45,43.7501,-81.7165,18.91,73,100,6.91
433,Caravelas,BR,2022-01-30 16:18:11,-17.7125,-39.2481,88.79,57,84,12.44
434,Acapulco,MX,2022-01-30 16:22:45,16.8634,-99.8901,80.42,65,0,2.3
435,Sitka,US,2022-01-30 16:22:45,57.0531,-135.33,35.49,80,100,9.22
436,Shaunavon,CA,2022-01-30 16:22:46,49.6501,-108.4181,33.58,69,83,10.27
437,Arman,RU,2022-01-30 16:22:46,59.7,150.1667,4.14,78,100,12.82
438,Kutum,SD,2022-01-30 16:22:47,14.2,24.6667,69.96,12,1,11.95
439,Rio Gallegos,AR,2022-01-30 16:22:47,-51.6226,-69.2181,55.45,35,40,31.07
440,Camopi,GF,2022-01-30 16:22:47,3.1655,-52.3158,83.16,68,86,5.03
441,Ponta Delgada,PT,2022-01-30 16:22:01,37.7333,-25.6667,57.92,77,40,14.97
442,Teguise,ES,2022-01-30 16:22:48,29.0605,-13.564,64.62,56,0,8.05
443,Jawhar,SO,2022-01-30 16:22:48,2.7809,45.5005,79.52,57,97,19.86
444,Provost,CA,2022-01-30 16:22:49,52.3501,-110.2683,18.01,87,51,6.2
445,Marion,US,2022-01-30 16:22:49,39.7684,-86.1555,34.21,61,0,5.75
446,Virginia Beach,US,2022-01-30 16:18:33,36.8529,-75.978,33.85,44,0,6.91
447,Sabha,LY,2022-01-30 16:22:50,27.0377,14.4283,56.98,33,3,14.2
448,Svetlyy,RU,2022-01-30 16:22:50,54.675,20.1347,36.97,73,100,32.19
449,Eureka,US,2022-01-30 16:20:19,40.8021,-124.1637,44.92,93,86,4.99
450,Korla,CN,2022-01-30 16:22:50,41.7597,86.1469,23.92,58,14,1.88
451,Mapiripan,CO,2022-01-30 16:22:51,2.8892,-72.1256,92.89,27,86,14.45
452,Terrace Bay,CA,2022-01-30 16:22:51,48.7834,-87.1,2.82,91,92,7.74
453,Belyy Yar,RU,2022-01-30 16:22:52,53.6039,91.3903,-17.14,77,100,2.24
454,Bandarbeyla,SO,2022-01-30 16:22:52,9.4942,50.8122,76.06,73,38,16.06
455,Krasnoselkup,RU,2022-01-30 16:22:53,65.7,82.4667,-3.23,99,98,7.83
456,Nan,TH,2022-01-30 16:22:53,18.8333,100.6667,66.25,52,9,0.54
457,Saint-Georges,GD,2022-01-30 16:22:53,12.0564,-61.7485,83.88,70,40,25.32
458,Maceio,BR,2022-01-30 16:22:54,-9.6658,-35.7353,89.04,62,75,13.8
459,Shizuishan,CN,2022-01-30 16:22:54,39.2333,106.7694,16.57,31,0,6.44
460,Inuvik,CA,2022-01-30 16:22:55,68.3499,-133.7218,1.44,80,100,4.61
461,Tubuala,PA,2022-01-30 16:23:55,9.5167,-79.0333,88.34,60,75,12.64
462,Saint-Joseph,RE,2022-01-30 16:23:55,-21.3667,55.6167,79.18,77,54,14.07
463,Terney,RU,2022-01-30 16:23:56,45.0503,136.6092,1.81,82,2,10.31
464,Mbandaka,CD,2022-01-30 16:23:56,0.0487,18.2603,89.28,28,100,4.16
465,Luwingu,ZM,2022-01-30 16:23:57,-10.2621,29.9271,62.91,97,100,2.62
466,Antofagasta,CL,2022-01-30 16:23:57,-23.65,-70.4,71.22,64,22,9.51
467,Gravdal,NO,2022-01-30 16:23:58,68.1214,13.5031,31.89,86,100,11.5
468,Sinop,TR,2022-01-30 16:23:58,41.7711,34.8709,30.63,83,88,11.88
469,Havelock,US,2022-01-30 16:23:59,34.8791,-76.9013,38.01,32,0,3.0
470,Ternate,ID,2022-01-30 16:23:59,0.8,127.4,80.31,80,100,7.72
471,San Policarpo,PH,2022-01-30 16:24:00,12.1791,125.5072,79.54,81,30,2.13
472,Odoyev,RU,2022-01-30 16:24:00,53.9393,36.6864,24.87,95,100,14.34
473,Kalmunai,LK,2022-01-30 16:24:00,7.4167,81.8167,78.12,85,23,7.92
474,Niksic,ME,2022-01-30 16:24:01,42.7731,18.9445,42.67,85,10,4.88
475,Gobabis,NA,2022-01-30 16:24:01,-22.45,18.9667,69.39,78,98,17.02
476,Mayumba,GA,2022-01-30 16:24:01,-3.432,10.6554,81.12,75,89,7.23
477,Warmbad,NA,2022-01-30 16:24:02,-28.45,18.7333,78.82,52,99,28.07
478,Oroville,US,2022-01-30 16:24:02,39.5138,-121.5564,54.93,72,0,6.91
479,Sao Jose Da Coroa Grande,BR,2022-01-30 16:24:03,-8.8978,-35.1478,84.07,68,78,11.65
480,Nadym,RU,2022-01-30 16:24:03,65.5333,72.5167,-5.94,95,73,8.97
481,Kalianget,ID,2022-01-30 16:24:04,-7.05,113.9333,78.93,85,100,10.8
482,Huarmey,PE,2022-01-30 16:24:04,-10.0681,-78.1522,72.82,79,100,6.93
483,Oistins,BB,2022-01-30 16:19:59,13.0667,-59.5333,80.69,69,20,17.27
484,Viedma,AR,2022-01-30 16:20:26,-40.8135,-62.9967,69.1,33,47,27.98
485,Sangolqui,EC,2022-01-30 16:24:05,-0.3341,-78.4522,59.49,87,100,2.51
486,Elizabeth City,US,2022-01-30 16:24:06,36.2946,-76.2511,32.02,46,0,3.0
487,Roald,NO,2022-01-30 16:24:06,62.5833,6.1333,35.01,75,75,4.61
488,Kondinskoye,RU,2022-01-30 16:24:06,59.6481,67.41,5.23,97,100,3.91
489,Marsaxlokk,MT,2022-01-30 16:24:07,35.8419,14.5431,57.07,76,20,16.11
490,Tevaitoa,PF,2022-01-30 16:24:07,-16.7833,-151.5,79.36,74,36,6.85
491,Jalu,LY,2022-01-30 16:24:08,29.0331,21.5482,57.49,46,82,19.98
492,Kirakira,SB,2022-01-30 16:24:08,-10.4544,161.9205,80.29,85,100,5.44
493,Thunder Bay,CA,2022-01-30 16:20:02,48.4001,-89.3168,10.56,77,20,8.05
494,Longyearbyen,SJ,2022-01-30 16:22:00,78.2186,15.6401,10.24,67,20,18.41
495,Gustavo Diaz Ordaz,MX,2022-01-30 16:24:09,26.2333,-98.5833,65.89,71,0,12.12
496,Trat,TH,2022-01-30 16:24:09,12.5,102.5,84.97,92,28,1.9
497,Severobaykalsk,RU,2022-01-30 16:24:10,55.65,109.3167,-9.94,95,99,4.18
498,Fairmont,US,2022-01-30 16:23:56,39.4851,-80.1426,29.52,59,94,5.99
499,Jining,CN,2022-01-30 16:24:10,35.405,116.5814,34.59,73,14,7.67
500,Buraydah,SA,2022-01-30 16:24:11,26.326,43.975,64.85,35,44,10.11
501,Emerald,AU,2022-01-30 16:24:11,-23.5333,148.1667,78.94,73,20,9.22
502,Egvekinot,RU,2022-01-30 16:24:12,66.3167,-179.1667,0.0,63,40,7.45
503,Baglung,NP,2022-01-30 16:24:12,28.2719,83.5898,50.32,83,89,1.63
504,Remedios,CU,2022-01-30 16:24:13,22.4947,-79.5458,65.32,50,9,13.58
505,Sinnamary,GF,2022-01-30 16:25:13,5.3833,-52.95,81.19,73,70,9.1
506,Saint-Raymond,CA,2022-01-30 16:25:13,45.467,-73.6095,12.81,53,20,4.61
507,Muroto,JP,2022-01-30 16:25:14,33.2833,134.15,46.81,60,41,11.63
508,Serta,PT,2022-01-30 16:25:14,39.8085,-8.0988,64.99,27,94,3.38
509,Goure,NE,2022-01-30 16:25:15,13.9835,10.2704,76.01,8,72,18.77
510,Takoradi,GH,2022-01-30 16:25:15,4.8845,-1.7554,83.84,67,90,11.65
511,Saskylakh,RU,2022-01-30 16:25:16,71.9167,114.0833,-16.74,100,100,2.75
512,Joao Pinheiro,BR,2022-01-30 16:25:16,-17.7425,-46.1725,81.21,58,57,8.59
513,Novyy Urgal,RU,2022-01-30 16:25:17,51.0736,132.5642,-26.37,100,88,1.32
514,Hobyo,SO,2022-01-30 16:25:17,5.3505,48.5268,77.02,74,92,15.64
515,Pozo Colorado,PY,2022-01-30 16:25:21,-23.4923,-58.7972,99.75,20,0,2.98
516,Binzhou,CN,2022-01-30 16:25:21,37.3667,118.0167,32.63,62,29,8.01
517,Muisne,EC,2022-01-30 16:25:21,0.6,-80.0333,84.31,76,100,3.33
518,Jieshi,CN,2022-01-30 16:25:22,22.8134,115.8257,57.74,70,18,15.01
519,Casian,PH,2022-01-30 16:25:22,11.035,119.7136,80.65,79,2,4.18
520,Dickinson,US,2022-01-30 16:25:23,29.4608,-95.0513,62.15,63,0,1.01
521,Ankazoabo,MG,2022-01-30 16:25:23,-22.2833,44.5167,86.27,37,35,7.63
522,Am Timan,TD,2022-01-30 16:25:24,11.0297,20.2827,87.84,12,9,3.94
523,Gushikawa,JP,2022-01-30 16:25:24,26.3544,127.8686,58.23,62,40,16.11
524,Doha,QA,2022-01-30 16:25:24,25.2867,51.5333,66.18,50,0,11.5
525,Lengshuijiang,CN,2022-01-30 16:25:25,27.6881,111.4294,38.86,85,100,2.37
526,Toamasina,MG,2022-01-30 16:25:25,-18.1667,49.3833,78.8,78,40,4.61
527,Nikki,BJ,2022-01-30 16:25:25,9.9401,3.2108,90.25,7,100,10.58
528,Beyneu,KZ,2022-01-30 16:25:26,45.3167,55.2,32.61,79,97,12.75
529,Wajir,KE,2022-01-30 16:25:26,1.7471,40.0573,91.49,22,30,5.61
530,Clovis,US,2022-01-30 16:25:27,36.8252,-119.7029,52.68,81,0,0.0
531,Piacabucu,BR,2022-01-30 16:25:27,-10.4056,-36.4344,86.76,59,66,12.82
532,Baherden,TM,2022-01-30 16:25:27,38.4362,57.4316,46.11,55,0,7.87
533,Kabinda,CD,2022-01-30 16:25:28,-6.1333,24.4833,73.02,87,92,5.84
534,Camana,PE,2022-01-30 16:25:28,-16.6228,-72.7111,73.76,65,47,8.1
535,Kanigoro,ID,2022-01-30 16:25:29,-8.13,112.219,73.83,95,100,2.46
536,Kaabong,UG,2022-01-30 16:25:29,3.4836,34.1492,75.76,30,88,11.95
537,Yenagoa,NG,2022-01-30 16:25:29,4.9247,6.2642,97.92,11,100,3.96
538,Abha,SA,2022-01-30 16:25:30,18.2164,42.5053,58.82,63,0,5.75
539,Piritiba,BR,2022-01-30 16:25:30,-11.7303,-40.5553,83.57,54,49,5.73
540,Nautla,MX,2022-01-30 16:25:31,20.2167,-96.7833,64.26,69,0,2.37
541,Kushima,JP,2022-01-30 16:25:31,31.4583,131.2333,40.12,77,1,9.19
542,Aksu,CN,2022-01-30 16:25:31,41.1231,80.2644,25.43,46,50,2.39
543,Vardo,NO,2022-01-30 16:25:32,70.3705,31.1107,24.55,74,86,3.83
544,Shu,KZ,2022-01-30 16:25:32,43.5983,73.7614,31.78,84,7,2.42
545,Taltal,CL,2022-01-30 16:25:32,-25.4,-70.4833,68.38,70,23,7.36
546,Angermunde,DE,2022-01-30 16:25:33,53.015,13.9992,43.95,69,7,19.15
547,Pacific Grove,US,2022-01-30 16:25:33,36.6177,-121.9166,51.57,78,0,1.99
548,Dolores,AR,2022-01-30 16:25:34,-36.3132,-57.6792,83.1,45,12,14.47
549,Redmond,US,2022-01-30 16:25:02,47.674,-122.1215,47.86,74,100,1.01
550,La Rioja,ES,2022-01-30 16:25:34,42.25,-2.5,59.31,39,0,4.27
551,Grindavik,IS,2022-01-30 16:25:35,63.8424,-22.4338,28.35,68,75,37.98
552,Sobolevo,RU,2022-01-30 16:25:35,54.4299,31.8996,32.47,96,100,9.93
553,Belen,TR,2022-01-30 16:25:35,36.4891,36.2233,33.94,87,75,16.11
554,Loding,NO,2022-01-30 16:26:36,67.3,14.75,31.84,89,40,1.01
555,Onega,RU,2022-01-30 16:26:36,63.9061,38.1404,14.52,93,100,8.12
556,Hobbs,US,2022-01-30 16:26:37,32.7026,-103.136,49.66,35,100,1.01
557,Pundaguitan,PH,2022-01-30 16:26:37,6.3711,126.1689,80.71,79,24,12.01
558,Santa Cruz,BO,2022-01-30 16:26:37,-17.8,-63.1667,93.25,33,40,4.61
559,Suez,EG,2022-01-30 16:26:38,29.9737,32.5263,59.14,41,22,2.39
560,Tazovskiy,RU,2022-01-30 16:26:38,67.4667,78.7,-11.97,99,99,8.12
561,Palu,ID,2022-01-30 16:26:39,-0.8917,119.8707,76.46,95,100,1.36
562,Gigmoto,PH,2022-01-30 16:26:39,13.7796,124.39,76.05,90,30,2.55
563,Mokhotlong,LS,2022-01-30 16:26:40,-29.2894,29.0675,63.82,70,80,8.23
564,Preobrazheniye,RU,2022-01-30 16:26:40,42.9019,133.9064,13.06,65,11,8.23
565,Neryungri,RU,2022-01-30 16:26:40,56.6709,124.6491,-9.65,96,100,7.29
566,Along,IN,2022-01-30 16:26:41,28.1667,94.7667,49.1,71,81,1.9
567,Faya,SA,2022-01-30 16:26:41,18.3851,42.4509,59.11,72,8,6.22
568,Kendari,ID,2022-01-30 16:26:42,-3.945,122.4989,78.62,85,79,3.56
569,Iranshahr,IR,2022-01-30 16:26:42,27.2025,60.6848,66.54,39,0,9.22
570,San Juan De Uraba,CO,2022-01-30 16:26:42,8.7592,-76.5297,79.11,76,88,10.76
